arm,in_dist,ood_combo,gap
D,0.734889149665833,0.944274723529816,-0.209385573863983
E_Lin,0.409042090177536,0.821484088897705,-0.412441998720169
E_MLP,-0.447963953018188,0.181472539901733,-0.629436492919922
E_MixLinear,0.750529289245605,0.841199517250061,-0.0906702280044556
E_WPMixer,-8.78057765960693,-7.53327751159668,-1.24730014801025
