mode,subset,unit,N,arm,lambda,skill,rmse,rmse_early,false_alarm,detect_corr
full,DS02,11,1000,H0,31.6227766016838,0.979923859485714,0.0118229961984473,0.00296633979279605,0.000831949274476204,0.995935996830594
full,DS02,11,1000,H0,100,0.970365654859121,0.0143643210718556,0.00269980513157446,0.00206390799235248,0.995590713515209
full,DS02,11,1000,H0,316.227766016838,0.899021230301425,0.0265156619865534,0.00246905188436844,0.00477159854185395,0.994795508121588
full,DS02,11,1000,H0,1000,0.739167404514218,0.0426155765163179,0.00284057456442951,0.0064752850570167,0.995820605586242
full,DS02,11,1000,TRA4,0.1,0.503953086748504,0.0587690692072279,0.00814835549451134,0.000595742493512457,0.967191454858727
full,DS02,11,1000,TRA4,0.316227766016838,0.741239351055403,0.0424459787609982,0.00756924356992894,0.000567271676538254,0.976048344435185
full,DS02,11,1000,TRA4,1,0.849797184017785,0.0323389916362813,0.00580987652030724,0.000552295263664726,0.979579252097665
full,DS02,11,1000,TRA4,3.16227766016838,0.932728907538812,0.0216422134923661,0.00410466477822854,0.0005471862973469,0.988328684152992
full,DS02,11,1000,TRA4,10,0.967482977509307,0.0150467540543265,0.00356154378718061,0.000560349089769496,0.994076243126774
full,DS02,11,1000,TRA4,31.6227766016838,0.978199573727602,0.0123202615993207,0.00311983291849467,0.000802318589833346,0.995791606901153
full,DS02,11,1000,TRA4,100,0.970529479727787,0.0143245615577846,0.00278185811490801,0.00212792807789938,0.995595654958346
full,DS02,11,1000,TRA4,316.227766016838,0.899411157839379,0.0264644176146626,0.00249862253697056,0.00493111569945862,0.994982092844749
full,DS02,11,1000,TRA4,1000,0.737681523485666,0.0427367878848564,0.00284818110394042,0.00664395430293766,0.995720708127259
full,DS02,11,1000,MoE_K4,0.1,0.50773972180741,0.0585443290349374,0.00776866385891334,0.000583821263282015,0.966006215653035
full,DS02,11,1000,MoE_K4,0.316227766016838,0.731991606758128,0.0431978004715236,0.0073847205269437,0.000556277062477394,0.974832697308236
full,DS02,11,1000,MoE_K4,1,0.842836353879916,0.0330798464092566,0.00570862392669115,0.000540636543810753,0.978838594822952
full,DS02,11,1000,MoE_K4,3.16227766016838,0.931576930306528,0.0218267318860759,0.00395359596144154,0.000533060958118861,0.987323802510277
full,DS02,11,1000,MoE_K4,10,0.96767733255806,0.0150017192491169,0.00337949520330343,0.000546238876909085,0.993976138148723
full,DS02,11,1000,MoE_K4,31.6227766016838,0.976985120713582,0.0126587781070721,0.00298083178639653,0.000737163578627983,0.995874543449854
full,DS02,11,1000,MoE_K4,100,0.966131293090163,0.0153563055381761,0.00269384190932497,0.00185864677989501,0.995742253331987
full,DS02,11,1000,MoE_K4,316.227766016838,0.894634003065618,0.0270855511299088,0.00247238100334215,0.0044661389641283,0.994943272667798
full,DS02,11,1000,MoE_K4,1000,0.734193665758425,0.0430199696487709,0.00284937490565131,0.00632658614803612,0.995445211258874
full,DS02,11,1000,FreeMLP,0.1,0.502578481559579,0.058850440925328,0.0078283950474655,0.000591205591965932,0.968111654783406
