quantile,subset,unit,N,component,mean_gain,mean_abs_gain_minus1
0.9,DS03,14,1,6,1.13132177528582,0.131321775285821
0.9,DS03,14,1,7,1.08309010769192,0.0830901076919154
0.9,DS03,14,1,8,1.28981396085338,0.289813960853376
0.9,DS03,14,1,9,1.09864836460666,0.0986483646066565
0.9,DS03,14,10,1,1.05195507407188,0.0519550740718842
0.9,DS03,14,10,2,0.973921169575892,0.0409935469690122
0.9,DS03,14,10,3,0.938956137550505,0.0706237938843275
0.9,DS03,14,10,4,1.10143795295766,0.101437952957655
0.9,DS03,14,10,5,1.07420102232381,0.0742010223238092
0.9,DS03,14,10,6,1.13206681922862,0.132066819228624
0.9,DS03,14,10,7,1.0825192740089,0.0825192740089015
0.9,DS03,14,10,8,1.28953688395651,0.289536883956508
0.9,DS03,14,10,9,1.09642036180747,0.0964203618074718
0.9,DS03,14,100,1,1.05185705109646,0.0518570510964645
0.9,DS03,14,100,2,0.974944995422112,0.0397697381283108
0.9,DS03,14,100,3,0.940479332679196,0.0694153269654826
0.9,DS03,14,100,4,1.1013482636527,0.101348263652701
0.9,DS03,14,100,5,1.0739877098485,0.0739877098485043
0.9,DS03,14,100,6,1.13213792913838,0.132137929138384
0.9,DS03,14,100,7,1.08239535595241,0.0823953559524135
0.9,DS03,14,100,8,1.28933041032992,0.289330410329919
0.9,DS03,14,100,9,1.09587418876196,0.0958741887619621
0.9,DS03,14,1000,1,1.05184862801903,0.0518486280190317
0.9,DS03,14,1000,2,0.975071838811824,0.0397107938402577
0.9,DS03,14,1000,3,0.940664377651717,0.0693356661420119
0.9,DS03,14,1000,4,1.10134523479562,0.101345234795621
0.9,DS03,14,1000,5,1.07397132170828,0.0739713217082777
0.9,DS03,14,1000,6,1.13215769592084,0.132157695920844
0.9,DS03,14,1000,7,1.0823853862913,0.0823853862913031
0.9,DS03,14,1000,8,1.28932364363419,0.289323643634194
0.9,DS03,14,1000,9,1.09582131944205,0.0958213194420463
0.9,DS03,15,1,1,1.07599595589424,0.0759959558942425
0.9,DS03,15,1,2,1.13154955052618,0.141826771978122
0.9,DS03,15,1,3,1.15525188641762,0.174061381105167
0.9,DS03,15,1,4,1.13934078679156,0.139340786791559
0.9,DS03,15,1,5,1.08332040238736,0.0833204023873628
0.9,DS03,15,1,6,1.21333928428479,0.213339284284791
0.9,DS03,15,1,7,1.11794418541353,0.117944185413531
0.9,DS03,15,1,8,1.32299519296902,0.322995192969023
0.9,DS03,15,1,9,1.04772133791625,0.0477213379162461
0.9,DS03,15,10,1,1.07521736443932,0.0752173644393238
0.9,DS03,15,10,2,1.12918306286655,0.131820249913344
0.9,DS03,15,10,3,1.15214928050539,0.160325130419945
0.9,DS03,15,10,4,1.13830152020526,0.138301520205256
0.9,DS03,15,10,5,1.08289188947251,0.0828918894725059
0.9,DS03,15,10,6,1.21147847887295,0.211478478872954
0.9,DS03,15,10,7,1.11683492874032,0.116834928740316
0.9,DS03,15,10,8,1.32212261833362,0.322122618333617
0.9,DS03,15,10,9,1.04837060152595,0.0483706015259472
0.9,DS03,15,100,1,1.07541628204175,0.075416282041749
0.9,DS03,15,100,2,1.12892955274724,0.131368948452508
0.9,DS03,15,100,3,1.15170672580377,0.159761174401241
0.9,DS03,15,100,4,1.13852845021148,0.138528450211482
0.9,DS03,15,100,5,1.08308210479679,0.0830821047967939
0.9,DS03,15,100,6,1.21173967354333,0.211739673543332
0.9,DS03,15,100,7,1.1171075016705,0.117107501670496
0.9,DS03,15,100,8,1.32236085365068,0.322360853650677
0.9,DS03,15,100,9,1.04856934832103,0.0485693483210322
0.9,DS03,15,1000,1,1.07541262569712,0.0754126256971217
0.9,DS03,15,1000,2,1.12904364760242,0.131454794264551
0.9,DS03,15,1000,3,1.15187235198804,0.159863093006077
0.9,DS03,15,1000,4,1.13852925798786,0.138529257987862
0.9,DS03,15,1000,5,1.08306843487184,0.0830684348718444
0.9,DS03,15,1000,6,1.21176227882727,0.211762278827269
0.9,DS03,15,1000,7,1.117103875573,0.117103875573002
0.9,DS03,15,1000,8,1.32235478287313,0.322354782873125
0.9,DS03,15,1000,9,1.04851944410979,0.0485194441097886
0.95,DS02,11,1,1,1.08373072187779,0.0837307218777931
0.95,DS02,11,1,2,1.18631597090576,0.186315970905757
0.95,DS02,11,1,3,1.23085950188718,0.230859501887176
0.95,DS02,11,1,4,1.15141360638505,0.151413606385053
0.95,DS02,11,1,5,1.08529126442085,0.0852912644208488
0.95,DS02,11,1,6,1.24008988727958,0.240089887279575
0.95,DS02,11,1,7,1.12937710244777,0.129377102447768
0.95,DS02,11,1,8,1.33247311034445,0.33247311034445
0.95,DS02,11,1,9,1.02922930151729,0.0292293015172926
0.95,DS02,11,10,1,1.08415887315395,0.0841588731539451
0.95,DS02,11,10,2,1.18347011380276,0.183554711988417
0.95,DS02,11,10,3,1.22658635499114,0.227513639603631
0.95,DS02,11,10,4,1.15181403038865,0.151814030388654
0.95,DS02,11,10,5,1.08594674579168,0.0859467457916777
0.95,DS02,11,10,6,1.24009852086083,0.240098520860834
0.95,DS02,11,10,7,1.12993539187868,0.129935391878678
0.95,DS02,11,10,8,1.33308875358711,0.333088753587109
0.95,DS02,11,10,9,1.0306906881979,0.0306906881978956
0.95,DS02,11,100,1,1.08423648042194,0.0842364804219391
0.95,DS02,11,100,2,1.18449812016245,0.184498120162447
0.95,DS02,11,100,3,1.22803471654148,0.228034716541484
0.95,DS02,11,100,4,1.15195515802351,0.151955158023511
0.95,DS02,11,100,5,1.08591856996892,0.0859185699689186
0.95,DS02,11,100,6,1.24048432657274,0.240484326572741
0.95,DS02,11,100,7,1.1300560922946,0.130056092294596
0.95,DS02,11,100,8,1.33316919157061,0.333169191570605
0.95,DS02,11,100,9,1.03029623880225,0.0302962388022471
0.95,DS02,11,1000,1,1.08423494080366,0.0842349408036571
0.95,DS02,11,1000,2,1.18449169902478,0.184491699024782
0.95,DS02,11,1000,3,1.22802605063228,0.228026050632283
0.95,DS02,11,1000,4,1.15195297184637,0.15195297184637
0.95,DS02,11,1000,5,1.08591781632375,0.0859178163237491
0.95,DS02,11,1000,6,1.2404801562681,0.240480156268104
0.95,DS02,11,1000,7,1.13005386166653,0.130053861666534
0.95,DS02,11,1000,8,1.33316736302133,0.333167363021333
0.95,DS02,11,1000,9,1.03029815019187,0.0302981501918728
0.95,DS02,14,1,1,1.05192397926983,0.0519239792698308
0.95,DS02,14,1,2,1.02875273792367,0.0339155824560868
0.95,DS02,14,1,3,1.01752789318562,0.0381377943252262
0.95,DS02,14,1,4,1.10447458217019,0.104474582170185
0.95,DS02,14,1,5,1.07017796290548,0.0701779629054822
0.95,DS02,14,1,6,1.14652372190827,0.146523721908268
0.95,DS02,14,1,7,1.08320148524485,0.0832014852448514
0.95,DS02,14,1,8,1.29094805999806,0.290948059998061
0.95,DS02,14,1,9,1.07530700846722,0.0753070084672225
0.95,DS02,14,10,1,1.05128042635165,0.0512804263516476
0.95,DS02,14,10,2,1.02715915676795,0.0338084485970045
0.95,DS02,14,10,3,1.01554780492657,0.0374014699145367
0.95,DS02,14,10,4,1.10352903918216,0.103529039182161
0.95,DS02,14,10,5,1.0695928633213,0.0695928633213043
0.95,DS02,14,10,6,1.14493777406843,0.144937774068431
0.95,DS02,14,10,7,1.08228389056105,0.0822838905610536
0.95,DS02,14,10,8,1.28980957991198,0.289809579911985
0.95,DS02,14,10,9,1.07531689499554,0.0753168949955388
0.95,DS02,14,100,1,1.05149027548338,0.0514902754833824
0.95,DS02,14,100,2,1.0280287171665,0.0333247404349478
0.95,DS02,14,100,3,1.01669565078459,0.0361058014003854
0.95,DS02,14,100,4,1.1038556208736,0.103855620873602
0.95,DS02,14,100,5,1.06975556047339,0.0697555604733919
0.95,DS02,14,100,6,1.14554568968321,0.145545689683211
0.95,DS02,14,100,7,1.08258766563315,0.0825876656331514
0.95,DS02,14,100,8,1.29018466880447,0.29018466880447
0.95,DS02,14,100,9,1.07517412148024,0.0751741214802391
0.95,DS02,14,1000,1,1.05149027705193,0.0514902770519257
0.95,DS02,14,1000,2,1.02802871324514,0.033324744356306
0.95,DS02,14,1000,3,1.01669564607896,0.0361058061060153
0.95,DS02,14,1000,4,1.10385562871632,0.103855628716318
0.95,DS02,14,1000,5,1.06975556517902,0.0697555651790217
0.95,DS02,14,1000,6,1.14554569125175,0.145545691251755
0.95,DS02,14,1000,7,1.08258766249606,0.0825876624960648
0.95,DS02,14,1000,8,1.29018466723593,0.290184667235927
0.95,DS02,14,1000,9,1.07517412304878,0.0751741230487823
0.95,DS02,15,1,1,1.07809014284789,0.0780901428478867
0.95,DS02,15,1,2,1.15683458812201,0.156834588122012
0.95,DS02,15,1,3,1.19072498848189,0.190816370408926
0.95,DS02,15,1,4,1.14316272023898,0.143162720238985
0.95,DS02,15,1,5,1.0830285638126,0.0830285638125975
0.95,DS02,15,1,6,1.22330438556956,0.223304385569558
0.95,DS02,15,1,7,1.12117628908869,0.12117628908869
0.95,DS02,15,1,8,1.32570560298749,0.325705602987489
0.95,DS02,15,1,9,1.03857110151604,0.0385711015160404
0.95,DS02,15,10,1,1.07831886811043,0.078318868110429
0.95,DS02,15,10,2,1.15697921745813,0.156979217458127
0.95,DS02,15,10,3,1.19084094887349,0.190922157088322
0.95,DS02,15,10,4,1.14344806101785,0.143448061017848
0.95,DS02,15,10,5,1.08321542348435,0.0832154234843468
0.95,DS02,15,10,6,1.22371999897174,0.22371999897174
0.95,DS02,15,10,7,1.12149543014925,0.121495430149249
0.95,DS02,15,10,8,1.32599092953241,0.325990929532407
0.95,DS02,15,10,9,1.0386317327841,0.0386317327841004
0.95,DS02,15,100,1,1.07832400834382,0.0783240083438247
0.95,DS02,15,100,2,1.15697006681072,0.156970066810722
0.95,DS02,15,100,3,1.19082585733328,0.190944059571223
0.95,DS02,15,100,4,1.14345371723175,0.14345371723175
0.95,DS02,15,100,5,1.08322039824813,0.0832203982481316
0.95,DS02,15,100,6,1.2237260039173,0.223726003917296
0.95,DS02,15,100,7,1.12150244392566,0.121502443925658
0.95,DS02,15,100,8,1.32599672630652,0.325996726306517
0.95,DS02,15,100,9,1.03863758649399,0.0386375864939903
0.95,DS02,15,1000,1,1.07832326817868,0.0783232681786836
0.95,DS02,15,1000,2,1.15695069619079,0.156950696190791
0.95,DS02,15,1000,3,1.19079820166773,0.190916405684912
0.95,DS02,15,1000,4,1.14345201271683,0.143452012716834
0.95,DS02,15,1000,5,1.08322173979745,0.0832217397974498
0.95,DS02,15,1000,6,1.22372004523206,0.223720045232061
0.95,DS02,15,1000,7,1.12150115753288,0.121501157532877
0.95,DS02,15,1000,8,1.32599650745961,0.325996507459612
0.95,DS02,15,1000,9,1.03864577990859,0.038645779908593
0.95,DS03,10,1,1,1.08428706002958,0.0842870600295789
0.95,DS03,10,1,2,1.17982378511718,0.183203447948803
0.95,DS03,10,1,3,1.2212852510539,0.228359267567143
0.95,DS03,10,1,4,1.15180722330556,0.151807223305558
0.95,DS03,10,1,5,1.08640399846164,0.0864039984616366
0.95,DS03,10,1,6,1.23940206657756,0.239402066577565
0.95,DS03,10,1,7,1.13006715160428,0.130067151604277
0.95,DS03,10,1,8,1.3333189053969,0.333318905396895
0.95,DS03,10,1,9,1.03231199401798,0.0323119940179767
0.95,DS03,10,10,1,1.08381279490211,0.0838127949021079
0.95,DS03,10,10,2,1.18138705148841,0.183281516486948
0.95,DS03,10,10,3,1.22374743674741,0.227943825902361
0.95,DS03,10,10,4,1.15126546043338,0.151265460433382
0.95,DS03,10,10,5,1.08577632723433,0.085776327234326
0.95,DS03,10,10,6,1.23895980372573,0.238959803725734
0.95,DS03,10,10,7,1.12942721446355,0.129427214463552
0.95,DS03,10,10,8,1.33255864454038,0.332558644540382
0.95,DS03,10,10,9,1.03127167622248,0.0312716762224833
0.95,DS03,10,100,1,1.08373468572443,0.0837346857244318
0.95,DS03,10,100,2,1.17918029879079,0.180257054892453
0.95,DS03,10,100,3,1.22060668920026,0.223529821995533
0.95,DS03,10,100,4,1.15106375109066,0.151063751090657
0.95,DS03,10,100,5,1.08590168122089,0.0859016812208927
0.95,DS03,10,100,6,1.23826948440436,0.238269484404362
0.95,DS03,10,100,7,1.12929055004409,0.129290550044089
0.95,DS03,10,100,8,1.33247083786762,0.332470837867621
0.95,DS03,10,100,9,1.03214157169515,0.0321415716951544
0.95,DS03,10,1000,1,1.08373360922842,0.0837336092284231
0.95,DS03,10,1000,2,1.17916733568365,0.180244091785315
0.95,DS03,10,1000,3,1.22058844927585,0.223511583877332
0.95,DS03,10,1000,4,1.15106190334667,0.151061903346669
0.95,DS03,10,1000,5,1.08590204246116,0.0859020424611641
0.95,DS03,10,1000,6,1.23826453902505,0.238264539025047
0.95,DS03,10,1000,7,1.12928890640085,0.129288906400854
0.95,DS03,10,1000,8,1.33246988961191,0.332469889611909
0.95,DS03,10,1000,9,1.03214665253957,0.0321466525395711
0.95,DS03,11,1,1,1.08290095652564,0.082900956525641
0.95,DS03,11,1,2,1.17343899254072,0.177933160531319
0.95,DS03,11,1,3,1.21267926288863,0.220505134534028
0.95,DS03,11,1,4,1.14978754520416,0.149787545204163
0.95,DS03,11,1,5,1.08570812718343,0.0857081271834293
0.95,DS03,11,1,6,1.23545047792338,0.235450477923377
0.95,DS03,11,1,7,1.12806117736687,0.128061177366871
0.95,DS03,11,1,8,1.33151754282289,0.331517542822886
0.95,DS03,11,1,9,1.03413061368263,0.0341306136826337
0.95,DS03,11,10,1,1.08358269424762,0.0835826942476176
0.95,DS03,11,10,2,1.17428616952088,0.174286169520879
0.95,DS03,11,10,3,1.21362734245042,0.213627342450417
0.95,DS03,11,10,4,1.15065109931816,0.150651099318165
0.95,DS03,11,10,5,1.08621516066082,0.0862151606608245
0.95,DS03,11,10,6,1.23678563813032,0.236785638130317
0.95,DS03,11,10,7,1.1290173874063,0.129017387406301
0.95,DS03,11,10,8,1.33233802803492,0.332338028034921
0.95,DS03,11,10,9,1.03411402338642,0.0341140233864219
0.95,DS03,11,100,1,1.08351381956521,0.0835138195652073
0.95,DS03,11,100,2,1.17368906736374,0.174107720286159
0.95,DS03,11,100,3,1.21280401945114,0.215127701476469
0.95,DS03,11,100,4,1.15052637811434,0.150526378114345
0.95,DS03,11,100,5,1.0861844188076,0.0861844188075955
0.95,DS03,11,100,6,1.23650356874628,0.236503568746276
0.95,DS03,11,100,7,1.12891356823808,0.128913568238081
0.95,DS03,11,100,8,1.33220655231153,0.332206552311526
0.95,DS03,11,100,9,1.03428071030116,0.0342807103011568
0.95,DS03,11,1000,1,1.08351587238958,0.0835158723895833
0.95,DS03,11,1000,2,1.1737237845437,0.174142439486617
0.95,DS03,11,1000,3,1.21285326197996,0.215176941984791
0.95,DS03,11,1000,4,1.15053030595941,0.150530305959411
0.95,DS03,11,1000,5,1.08618268320116,0.0861826832011595
0.95,DS03,11,1000,6,1.2365154512858,0.236515451285799
0.95,DS03,11,1000,7,1.12891683942181,0.128916839421806
0.95,DS03,11,1000,8,1.33220796463853,0.332207964638532
0.95,DS03,11,1000,9,1.03426655672364,0.0342665567236432
0.95,DS03,12,1,1,1.052599403166,0.0525994031660018
0.95,DS03,12,1,2,0.998656751648072,0.0581734673951262
0.95,DS03,12,1,3,0.974139999317867,0.0812637613665673
0.95,DS03,12,1,4,1.10360376552869,0.103603765528689
0.95,DS03,12,1,5,1.07295048877757,0.0729504887775708
0.95,DS03,12,1,6,1.13967207554848,0.13967207554848
0.95,DS03,12,1,7,1.08374002543829,0.0837400254382882
0.95,DS03,12,1,8,1.29097565784249,0.290975657842493
0.95,DS03,12,1,9,1.08722305041487,0.087223050414875
0.95,DS03,12,10,1,1.05198687379078,0.051986873790782
0.95,DS03,12,10,2,1.00182895955219,0.0330983650299811
0.95,DS03,12,10,3,0.978933788755889,0.0492868160688749
0.95,DS03,12,10,4,1.10303181602109,0.103031816021089
0.95,DS03,12,10,5,1.07217646926962,0.0721764692696192
0.95,DS03,12,10,6,1.13949088896475,0.139490888964745
0.95,DS03,12,10,7,1.08293203512828,0.0829320351282756
0.95,DS03,12,10,8,1.29027609543134,0.290276095431338
0.95,DS03,12,10,9,1.08566430179022,0.0856643017902169
0.95,DS03,12,100,1,1.05205878775607,0.0520587877560687
0.95,DS03,12,100,2,1.00014966213575,0.0317048699625077
0.95,DS03,12,100,3,0.9764973482778,0.0492125525269457
0.95,DS03,12,100,4,1.10302769240513,0.103027692405126
0.95,DS03,12,100,5,1.07236640171338,0.0723664017133815
0.95,DS03,12,100,6,1.13916904951936,0.139169049519365
0.95,DS03,12,100,7,1.08300975061232,0.0830097506123204
0.95,DS03,12,100,8,1.29033166875121,0.290331668751214
0.95,DS03,12,100,9,1.08635737947238,0.0863573794723839
0.95,DS03,12,1000,1,1.05205733417183,0.0520573341718284
0.95,DS03,12,1000,2,1.00015888675567,0.0316956197061846
0.95,DS03,12,1000,3,0.976511170146286,0.0491987357857407
0.95,DS03,12,1000,4,1.10302643878486,0.103026438784856
0.95,DS03,12,1000,5,1.07236446231924,0.0723644623192408
0.95,DS03,12,1000,6,1.13916908156487,0.139169081564872
0.95,DS03,12,1000,7,1.08300784582733,0.0830078458273283
0.95,DS03,12,1000,8,1.29033008570312,0.290330085703122
0.95,DS03,12,1000,9,1.08635305461063,0.0863530546106318
0.95,DS03,13,1,1,1.08397315074871,0.0839731507487111
0.95,DS03,13,1,2,1.17587210528262,0.18455616916929
0.95,DS03,13,1,3,1.21573910697714,0.230471695398355
0.95,DS03,13,1,4,1.15122098582132,0.151220985821315
0.95,DS03,13,1,5,1.08645131680873,0.0864513168087253
0.95,DS03,13,1,6,1.23785983432423,0.23785983432423
0.95,DS03,13,1,7,1.12958033518358,0.129580335183577
0.95,DS03,13,1,8,1.33289125987462,0.332891259874616
0.95,DS03,13,1,9,1.03373020809966,0.0337302080996625
0.95,DS03,13,10,1,1.08433359629148,0.0843335962914801
0.95,DS03,13,10,2,1.17974668431592,0.179824719955395
0.95,DS03,13,10,3,1.22114819675297,0.222132478441511
0.95,DS03,13,10,4,1.15187249090764,0.151872490907644
0.95,DS03,13,10,5,1.08647502087927,0.0864750208792748
0.95,DS03,13,10,6,1.23947618224404,0.239476182244041
0.95,DS03,13,10,7,1.13013137160958,0.130131371609576
0.95,DS03,13,10,8,1.33342679599663,0.333426795996629
0.95,DS03,13,10,9,1.03241308633383,0.0324130863338322
0.95,DS03,13,100,1,1.08427067236467,0.0842706723646684
0.95,DS03,13,100,2,1.18041789067256,0.18041789067256
0.95,DS03,13,100,3,1.22214301065965,0.222143010659651
0.95,DS03,13,100,4,1.15182065344476,0.151820653444761
0.95,DS03,13,100,5,1.0863465550658,0.0863465550657991
0.95,DS03,13,100,6,1.23953222299551,0.23953222299551
0.95,DS03,13,100,7,1.1300522909536,0.130052290953599
0.95,DS03,13,100,8,1.33331443272628,0.333314432726278
0.95,DS03,13,100,9,1.03207505987836,0.0320750598783617
0.95,DS03,13,1000,1,1.08427101141447,0.084271011414466
0.95,DS03,13,1000,2,1.18041859663926,0.180418596639262
0.95,DS03,13,1000,3,1.22214386989544,0.22214386989544
0.95,DS03,13,1000,4,1.15182111325202,0.15182111325202
0.95,DS03,13,1000,5,1.08634679348438,0.0863467934843782
0.95,DS03,13,1000,6,1.23953298934094,0.239532989340943
0.95,DS03,13,1000,7,1.13005277862797,0.130052778627965
0.95,DS03,13,1000,8,1.3333148832445,0.333314883244502
0.95,DS03,13,1000,9,1.03207497472887,0.0320749747288692
0.95,DS03,14,1,1,1.05289797720156,0.0528979772015622
0.95,DS03,14,1,2,1.0055954299475,0.0456141484411139
0.95,DS03,14,1,3,0.983944439574292,0.062243391024439
0.95,DS03,14,1,4,1.10438389840879,0.104383898408789
0.95,DS03,14,1,5,1.07275833267915,0.0727583326791462
0.95,DS03,14,1,6,1.14203993427126,0.14203993427126
0.95,DS03,14,1,7,1.08424745735369,0.0842474573536923
0.95,DS03,14,1,8,1.29164310505516,0.291643105055157
0.95,DS03,14,1,9,1.08481076830312,0.0848107683031182
0.95,DS03,14,10,1,1.05345660604929,0.0534566060492867
0.95,DS03,14,10,2,0.992247056019934,0.0395301094180659
0.95,DS03,14,10,3,0.96457229005663,0.0632936154541216
0.95,DS03,14,10,4,1.10435295261835,0.104352952618348
0.95,DS03,14,10,5,1.07429059555656,0.0742905955565603
0.95,DS03,14,10,6,1.13948400083341,0.139484000833411
0.95,DS03,14,10,7,1.08484775141666,0.0848477514166581
0.95,DS03,14,10,8,1.29213903138512,0.292139031385121
0.95,DS03,14,10,9,1.09037714412338,0.0903771441233785
0.95,DS03,14,100,1,1.0534515694568,0.0534515694568032
0.95,DS03,14,100,2,0.991479261141074,0.0357336848974228
0.95,DS03,14,100,3,0.963474295641247,0.0582874605530187
0.95,DS03,14,100,4,1.10430372545594,0.104303725455937
0.95,DS03,14,100,5,1.07434208298984,0.0743420829898433
0.95,DS03,14,100,6,1.13927244355804,0.13927244355804
0.95,DS03,14,100,7,1.08483061664983,0.0848306166498285
0.95,DS03,14,100,8,1.2921122500771,0.292112250077097
0.95,DS03,14,100,9,1.09066973391332,0.0906697339133212
0.95,DS03,14,1000,1,1.05345091537425,0.0534509153742539
0.95,DS03,14,1000,2,0.991492167899483,0.0357741556669536
0.95,DS03,14,1000,3,0.963492978560297,0.0582687807710547
0.95,DS03,14,1000,4,1.10430377721786,0.104303777217865
0.95,DS03,14,1000,5,1.07434078266746,0.0743407826674612
0.95,DS03,14,1000,6,1.13927494852166,0.139274948521664
0.95,DS03,14,1000,7,1.08482989982555,0.0848298998255479
0.95,DS03,14,1000,8,1.29211222654895,0.292112226548948
0.95,DS03,14,1000,9,1.09066483221556,0.0906648322155601
0.95,DS03,15,1,1,1.07789026623342,0.0778902662334157
0.95,DS03,15,1,2,1.15363014278127,0.153808220108943
0.95,DS03,15,1,3,1.18620087762377,0.187556783654797
0.95,DS03,15,1,4,1.14276162190224,0.142761621902238
0.95,DS03,15,1,5,1.08312944333945,0.0831294433394475
0.95,DS03,15,1,6,1.22215475609053,0.222154756090534
0.95,DS03,15,1,7,1.12085775652928,0.120857756529281
0.95,DS03,15,1,8,1.32545809069676,0.325458090696762
0.95,DS03,15,1,9,1.03977797102572,0.0397779710257231
0.95,DS03,15,10,1,1.07777943895824,0.0777794389582392
0.95,DS03,15,10,2,1.14612471256683,0.147810920850555
0.95,DS03,15,10,3,1.17547429675487,0.180072462380822
0.95,DS03,15,10,4,1.14223519901731,0.142235199017311
0.95,DS03,15,10,5,1.08363578390719,0.0836357839071929
0.95,DS03,15,10,6,1.22002463554268,0.220024635542685
0.95,DS03,15,10,7,1.12060622492833,0.120606224928329
0.95,DS03,15,10,8,1.32523805169917,0.325238051699169
0.95,DS03,15,10,9,1.04271365457506,0.0427136545750632
0.95,DS03,15,100,1,1.07748400275387,0.0774840027538698
0.95,DS03,15,100,2,1.14338309284466,0.14379105728064
0.95,DS03,15,100,3,1.17165340416467,0.174098984519048
0.95,DS03,15,100,4,1.14174099644618,0.141740996446182
0.95,DS03,15,100,5,1.08361425150686,0.0836142515068624
0.95,DS03,15,100,6,1.21883547661909,0.218835476619094
0.95,DS03,15,100,7,1.12016114014298,0.120161140142982
0.95,DS03,15,100,8,1.32487219127256,0.324872191272565
0.95,DS03,15,100,9,1.04368207703775,0.0436820770377543
0.95,DS03,15,1000,1,1.07747707793962,0.0774770779396171
0.95,DS03,15,1000,2,1.14337262733659,0.143780591772563
0.95,DS03,15,1000,3,1.17164126972654,0.174086850080917
0.95,DS03,15,1000,4,1.14173183690256,0.141731836902561
0.95,DS03,15,1000,5,1.08360871094376,0.0836087109437629
0.95,DS03,15,1000,6,1.2188210540743,0.218821054074302
0.95,DS03,15,1000,7,1.12015137743594,0.12015137743594
0.95,DS03,15,1000,8,1.32486272747837,0.324862727478369
0.95,DS03,15,1000,9,1.04368198095863,0.0436819809586255
