quantile,subset,unit,N,lambda,Z_zero_skill,H0_skill,MoE_skill,gap
0.75,DS03,12,100,1000,0,0.70174733969871,0.695621945588412,-0.006125394110298
0.75,DS03,12,1000,0.001,0,-0.787924291946535,-0.764942407070821,0.0229818848757135
0.75,DS03,12,1000,0.00316227766016838,0,-0.784121250459695,-0.763785822021323,0.0203354284383725
0.75,DS03,12,1000,0.01,0,-0.716466869314349,-0.62916509913124,0.0873017701831098
0.75,DS03,12,1000,0.0316227766016838,0,-0.34403062056735,-0.454135476755305,-0.110104856187955
0.75,DS03,12,1000,0.1,0,-0.00532397538049478,-0.013631026551931,-0.00830705117143626
0.75,DS03,12,1000,0.316227766016838,0,0.539803051310119,0.515330100304889,-0.0244729510052299
0.75,DS03,12,1000,1,0,0.845996404741624,0.823022398927901,-0.0229740058137233
0.75,DS03,12,1000,3.16227766016838,0,0.926861487618041,0.917425970845595,-0.00943551677244614
0.75,DS03,12,1000,10,0,0.949920612320583,0.94429118038701,-0.00562943193357379
0.75,DS03,12,1000,31.6227766016838,0,0.957409701113813,0.950507671614115,-0.0069020294996972
0.75,DS03,12,1000,100,0,0.943871978173378,0.93461455141398,-0.00925742675939722
0.75,DS03,12,1000,316.227766016838,0,0.866116498067851,0.858286273896132,-0.00783022417171908
0.75,DS03,12,1000,1000,0,0.702367080706411,0.696259467376075,-0.00610761333033549
0.75,DS03,13,1,0.001,0,-0.160808008847137,0.140349726132579,0.301157734979716
0.75,DS03,13,1,0.00316227766016838,0,-0.160795997104669,0.140354820655613,0.301150817760282
0.75,DS03,13,1,0.01,0,-0.160758014812596,0.140370930358615,0.301128945171211
0.75,DS03,13,1,0.0316227766016838,0,-0.160637923512218,0.140422001838739,0.301059925350957
0.75,DS03,13,1,0.1,0,-0.160258369526402,0.140585501843837,0.300843871370239
0.75,DS03,13,1,0.316227766016838,0,-0.139119078911858,0.141101788960119,0.280220867871977
0.75,DS03,13,1,1,0,0.60708805841352,0.638014449256465,0.0309263908429454
0.75,DS03,13,1,3.16227766016838,0,0.890466817769592,0.889561358332495,-0.000905459437096967
0.75,DS03,13,1,10,0,0.968993540798257,0.975861412531812,0.00686787173355463
0.75,DS03,13,1,31.6227766016838,0,0.987329741220701,0.985571566360396,-0.00175817486030483
0.75,DS03,13,1,100,0,0.971815012469535,0.958802725886079,-0.013012286583456
0.75,DS03,13,1,316.227766016838,0,0.84461234097191,0.846392732513076,0.00178039154116572
0.75,DS03,13,1,1000,0,0.601127734143145,0.619898317807483,0.0187705836643383
0.75,DS03,13,10,0.001,0,-0.128117419403532,0.161111672203742,0.289229091607274
0.75,DS03,13,10,0.00316227766016838,0,-0.12810567251222,0.161116693969259,0.289222366481478
0.75,DS03,13,10,0.01,0,-0.12806852776935,0.161132573554105,0.289201101323455
0.75,DS03,13,10,0.0316227766016838,0,-0.127951087665363,0.161182782890672,0.289133870556035
0.75,DS03,13,10,0.1,0,-0.127579928173361,0.161341495581427,0.288921423754788
0.75,DS03,13,10,0.316227766016838,0,-0.126408401620869,0.16184275826808,0.288251159888949
0.75,DS03,13,10,1,0,0.760138520119938,0.720313686235482,-0.0398248338844561
0.75,DS03,13,10,3.16227766016838,0,0.940786845891909,0.945172961547235,0.00438611565532609
0.75,DS03,13,10,10,0,0.979288869964019,0.987228769518156,0.00793989955413743
0.75,DS03,13,10,31.6227766016838,0,0.990127448870872,0.987907487574389,-0.00221996129648339
0.75,DS03,13,10,100,0,0.974919385010629,0.960795330814815,-0.0141240541958144
0.75,DS03,13,10,316.227766016838,0,0.844418278017481,0.845136720729318,0.000718442711836631
0.75,DS03,13,10,1000,0,0.598552645849821,0.616252316484014,0.0176996706341926
0.75,DS03,13,100,0.001,0,-0.127126315246839,0.159296490274574,0.286422805521412
0.75,DS03,13,100,0.00316227766016838,0,-0.127117420348249,0.159301149794619,0.286418570142869
0.75,DS03,13,100,0.01,0,-0.127089293022162,0.159315884147108,0.28640517716927
0.75,DS03,13,100,0.0316227766016838,0,-0.127000354736619,0.15936247482452,0.286362829561139
0.75,DS03,13,100,0.1,0,-0.126719188455856,0.159509773126617,0.286228961582473
0.75,DS03,13,100,0.316227766016838,0,-0.125830874667213,0.159975227908724,0.285806102575937
0.75,DS03,13,100,1,0,0.767710790013688,0.735784592998517,-0.0319261970151712
0.75,DS03,13,100,3.16227766016838,0,0.953863923816716,0.95084905917954,-0.00301486463717626
0.75,DS03,13,100,10,0,0.982524299219751,0.989706720883467,0.00718242166371674
0.75,DS03,13,100,31.6227766016838,0,0.99196586474495,0.989899703464767,-0.00206616128018278
0.75,DS03,13,100,100,0,0.976083553835792,0.961880913112305,-0.0142026407234865
0.75,DS03,13,100,316.227766016838,0,0.845251175672921,0.845904794944207,0.000653619271286154
0.75,DS03,13,100,1000,0,0.599116978863396,0.616686429444858,0.0175694505814616
0.75,DS03,13,1000,0.001,0,-0.12729337316761,0.159434381403444,0.286727754571054
0.75,DS03,13,1000,0.00316227766016838,0,-0.127284479765123,0.15943904035618,0.286723520121303
0.75,DS03,13,1000,0.01,0,-0.12725635716972,0.159453772914681,0.286710130084401
0.75,DS03,13,1000,0.0316227766016838,0,-0.127167433839938,0.159500357918955,0.286667791758893
0.75,DS03,13,1000,0.1,0,-0.126886314813583,0.159647638280603,0.286533953094187
0.75,DS03,13,1000,0.316227766016838,0,-0.125998150058467,0.160113036325976,0.286111186384443
0.75,DS03,13,1000,1,0,0.771513194247489,0.729767257588141,-0.0417459366593472
0.75,DS03,13,1000,3.16227766016838,0,0.954233730019984,0.950285695458789,-0.00394803456119475
0.75,DS03,13,1000,10,0,0.982257261749958,0.99001336205185,0.00775610030189189
0.75,DS03,13,1000,31.6227766016838,0,0.991793566134808,0.990061927602775,-0.00173163853203295
0.75,DS03,13,1000,100,0,0.976387094499583,0.962207153439838,-0.0141799410597454
0.75,DS03,13,1000,316.227766016838,0,0.845754299988407,0.846363550323438,0.000609250335030564
0.75,DS03,13,1000,1000,0,0.599426330261533,0.617002431481891,0.0175761012203586
0.75,DS03,14,1,0.001,0,0.201682692320463,0.28917744914125,0.0874947568207861
0.75,DS03,14,1,0.00316227766016838,0,0.201691037399385,0.289184285754927,0.0874932483555422
0.75,DS03,14,1,0.01,0,0.20171742596376,0.289205904331885,0.0874884783681249
0.75,DS03,14,1,0.0316227766016838,0,0.201800865009512,0.28927426133802,0.0874733963285074
0.75,DS03,14,1,0.1,0,0.202064633246718,0.468704224852112,0.266639591605394
0.75,DS03,14,1,0.316227766016838,0,0.525229211325334,0.653251803099845,0.128022591774512
0.75,DS03,14,1,1,0,0.905398332673071,0.926779356076394,0.0213810234033228
0.75,DS03,14,1,3.16227766016838,0,0.942186244886819,0.952811433848143,0.0106251889613241
0.75,DS03,14,1,10,0,0.925839615744468,0.91977351658329,-0.00606609916117784
0.75,DS03,14,1,31.6227766016838,0,0.890140566569806,0.890538029758476,0.0003974631886694
0.75,DS03,14,1,100,0,0.857590127613795,0.861449477292604,0.00385934967880874
0.75,DS03,14,1,316.227766016838,0,0.785881240234124,0.788925750587263,0.00304451035313935
0.75,DS03,14,1,1000,0,0.646162254326892,0.646471906916366,0.00030965258947413
0.75,DS03,14,10,0.001,0,0.180823886527209,0.304972310829739,0.124148424302531
0.75,DS03,14,10,0.00316227766016838,0,0.180832550387658,0.304978784273642,0.124146233885984
0.75,DS03,14,10,0.01,0,0.18085994695737,0.347144897328805,0.166284950371435
0.75,DS03,14,10,0.0316227766016838,0,0.180946572892361,0.43782332996811,0.256876757075749
0.75,DS03,14,10,0.1,0,0.467108627790232,0.511976765899034,0.0448681381088021
0.75,DS03,14,10,0.316227766016838,0,0.938597922627525,0.94263585603546,0.00403793340793424
0.75,DS03,14,10,1,0,0.95992685264434,0.965053743291883,0.00512689064754279
0.75,DS03,14,10,3.16227766016838,0,0.910533216193599,0.923993949356881,0.0134607331632822
0.75,DS03,14,10,10,0,0.880655730834984,0.891698072222113,0.0110423413871287
0.75,DS03,14,10,31.6227766016838,0,0.868964302977266,0.877230105979823,0.0082658030025573
0.75,DS03,14,10,100,0,0.853187249106696,0.858689726884727,0.00550247777803081
0.75,DS03,14,10,316.227766016838,0,0.78840893394421,0.79215237686991,0.00374344292569972
0.75,DS03,14,10,1000,0,0.651187392422049,0.651980298155684,0.000792905733635774
0.75,DS03,14,100,0.001,0,0.180357452820092,0.305402161339973,0.125044708519881
0.75,DS03,14,100,0.00316227766016838,0,0.180366116901515,0.307936290440644,0.127570173539129
0.75,DS03,14,100,0.01,0,0.180724880593065,0.326641607554663,0.145916726961599
0.75,DS03,14,100,0.0316227766016838,0,0.181019352680672,0.329366567148881,0.148347214468209
0.75,DS03,14,100,0.1,0,0.542808353649967,0.593954785407256,0.0511464317572884
0.75,DS03,14,100,0.316227766016838,0,0.944769538936782,0.949828537587685,0.00505899865090309
0.75,DS03,14,100,1,0,0.950709064550238,0.958943771503345,0.00823470695310657
0.75,DS03,14,100,3.16227766016838,0,0.901514554787409,0.911638320243318,0.0101237654559092
0.75,DS03,14,100,10,0,0.876344857269179,0.88666348820288,0.0103186309337002
0.75,DS03,14,100,31.6227766016838,0,0.86766978367659,0.876006203744339,0.00833642006774937
0.75,DS03,14,100,100,0,0.852535846705949,0.858138692604821,0.00560284589887172
0.75,DS03,14,100,316.227766016838,0,0.787850650130755,0.791526033300829,0.00367538317007432
0.75,DS03,14,100,1000,0,0.6508541574229,0.651629635104723,0.000775477681822734
0.75,DS03,14,1000,0.001,0,0.18506919449193,0.331921941312152,0.146852746820222
0.75,DS03,14,1000,0.00316227766016838,0,0.185098502566169,0.331941287893235,0.146842785327067
0.75,DS03,14,1000,0.01,0,0.185191143534865,0.332002443287086,0.146811299752221
0.75,DS03,14,1000,0.0316227766016838,0,0.226165643109032,0.364051694600731,0.1378860514917
0.75,DS03,14,1000,0.1,0,0.537505169768542,0.558638640026855,0.021133470258313
0.75,DS03,14,1000,0.316227766016838,0,0.953418517144609,0.954172588062594,0.000754070917985183
0.75,DS03,14,1000,1,0,0.952733355209991,0.962156505570484,0.0094231503604939
0.75,DS03,14,1000,3.16227766016838,0,0.901491258772336,0.91244923997361,0.010957981201274
0.75,DS03,14,1000,10,0,0.876525616403827,0.886752187072782,0.0102265706689547
0.75,DS03,14,1000,31.6227766016838,0,0.867675017094813,0.875897405131762,0.00822238803694819
0.75,DS03,14,1000,100,0,0.85224664460448,0.857769694184848,0.00552304958036787
0.75,DS03,14,1000,316.227766016838,0,0.787424650477661,0.79101819984387,0.00359354936620904
0.75,DS03,14,1000,1000,0,0.650456942790078,0.651157634737219,0.000700691947141396
0.75,DS03,15,1,0.001,0,-0.857713867368623,-0.368074936045362,0.48963893132326
0.75,DS03,15,1,0.00316227766016838,0,-0.857686519779446,-0.367982227064547,0.489704292714898
0.75,DS03,15,1,0.01,0,-0.857600045995305,-0.367689154870779,0.489910891124526
0.75,DS03,15,1,0.0316227766016838,0,-0.857326660723639,-0.366763371609501,0.490563289114138
0.75,DS03,15,1,0.1,0,-0.856462828471521,-0.363845678318918,0.492617150152603
0.75,DS03,15,1,0.316227766016838,0,-0.0619026723196532,0.239425988810635,0.301328661130288
0.75,DS03,15,1,1,0,0.662024350440883,0.721385534014737,0.0593611835738541
0.75,DS03,15,1,3.16227766016838,0,0.870887163084651,0.872180049356959,0.00129288627230739
0.75,DS03,15,1,10,0,0.953973623814115,0.951946619945981,-0.00202700386813415
0.75,DS03,15,1,31.6227766016838,0,0.980329926676441,0.975285722518809,-0.0050442041576324
0.75,DS03,15,1,100,0,0.973046408988548,0.965659764654845,-0.00738664433370328
0.75,DS03,15,1,316.227766016838,0,0.894460876849571,0.889710561091651,-0.00475031575792062
0.75,DS03,15,1,1000,0,0.722943393713899,0.720824654904386,-0.00211873880951352
0.75,DS03,15,10,0.001,0,-0.839525715272151,-0.493572741482734,0.345952973789417
0.75,DS03,15,10,0.00316227766016838,0,-0.83950729412247,-0.493561485207827,0.345945808914643
0.75,DS03,15,10,0.01,0,-0.839449044548746,-0.493525891306769,0.345923153241976
0.75,DS03,15,10,0.0316227766016838,0,-0.839264875380157,-0.493413349162304,0.345851526217853
0.75,DS03,15,10,0.1,0,-0.838682802692466,-0.35595262237038,0.482730180322086
0.75,DS03,15,10,0.316227766016838,0,0.166487344763416,0.216927120570103,0.0504397758066868
0.75,DS03,15,10,1,0,0.803671983018674,0.791445212000376,-0.0122267710182978
0.75,DS03,15,10,3.16227766016838,0,0.951064056973137,0.933441632550385,-0.0176224244227522
0.75,DS03,15,10,10,0,0.983846146022198,0.982102224615671,-0.00174392140652646
0.75,DS03,15,10,31.6227766016838,0,0.991499298164603,0.988827008322046,-0.00267228984255685
0.75,DS03,15,10,100,0,0.977674106370361,0.969853773850728,-0.00782033251963254
0.75,DS03,15,10,316.227766016838,0,0.89539549558561,0.889797668719695,-0.00559782686591481
0.75,DS03,15,10,1000,0,0.721909945309173,0.719230025159678,-0.00267992014949436
0.75,DS03,15,100,0.001,0,-0.861133556592437,-0.450206058234245,0.410927498358191
0.75,DS03,15,100,0.00316227766016838,0,-0.861114601745336,-0.450078468507306,0.41103613323803
0.75,DS03,15,100,0.01,0,-0.86105466464819,-0.44967524034564,0.41137942430255
0.75,DS03,15,100,0.0316227766016838,0,-0.860865160821503,-0.448402576050339,0.412462584771163
0.75,DS03,15,100,0.1,0,-0.754892322963888,-0.277187645449613,0.477704677514275
0.75,DS03,15,100,0.316227766016838,0,0.276287482126761,0.324848260349364,0.0485607782226024
0.75,DS03,15,100,1,0,0.828265085123393,0.812135427374926,-0.0161296577484674
0.75,DS03,15,100,3.16227766016838,0,0.952748927178872,0.939932303208836,-0.0128166239700358
0.75,DS03,15,100,10,0,0.983890348337199,0.983411165691641,-0.000479182645558907
0.75,DS03,15,100,31.6227766016838,0,0.992180067585924,0.990105382900672,-0.00207468468525207
0.75,DS03,15,100,100,0,0.980360662949807,0.972782363634057,-0.00757829931575027
0.75,DS03,15,100,316.227766016838,0,0.899669477850615,0.894096905141267,-0.00557257270934808
0.75,DS03,15,100,1000,0,0.725646616070755,0.723170406840398,-0.00247620923035696
0.75,DS03,15,1000,0.001,0,-0.858308244080365,-0.505338967541613,0.352969276538752
0.75,DS03,15,1000,0.00316227766016838,0,-0.858289324357602,-0.505327533484296,0.352961790873307
0.75,DS03,15,1000,0.01,0,-0.858229498326052,-0.505291377421659,0.352938120904394
0.75,DS03,15,1000,0.0316227766016838,0,-0.858040345646403,-0.408817363316496,0.449222982329906
0.75,DS03,15,1000,0.1,0,-0.751493453497268,-0.327806712573015,0.423686740924253
0.75,DS03,15,1000,0.316227766016838,0,0.303133322101356,0.292034721499422,-0.0110986006019339
0.75,DS03,15,1000,1,0,0.827373554305819,0.811929907956427,-0.0154436463493914
0.75,DS03,15,1000,3.16227766016838,0,0.953818465994871,0.94152031408575,-0.012298151909121
0.75,DS03,15,1000,10,0,0.984065808380799,0.982978014432325,-0.00108779394847403
0.75,DS03,15,1000,31.6227766016838,0,0.992175668113024,0.989977776944001,-0.00219789116902291
0.75,DS03,15,1000,100,0,0.980197933708764,0.972616285348809,-0.00758164835995512
0.75,DS03,15,1000,316.227766016838,0,0.89934377609533,0.893755447819186,-0.00558832827614308
0.75,DS03,15,1000,1000,0,0.725284097932059,0.722787907838918,-0.0024961900931405
0.85,DS02,11,1,0.001,0,-1.24334768049141,-0.659606970639304,0.583740709852108
0.85,DS02,11,1,0.00316227766016838,0,-1.24326425191962,-0.659171514419682,0.584092737499939
0.85,DS02,11,1,0.01,0,-1.24300061963117,-0.657795976104874,0.585204643526296
0.85,DS02,11,1,0.0316227766016838,0,-1.24216885625739,-0.653461042497693,0.588707813759692
0.85,DS02,11,1,0.1,0,-1.22301301986035,-0.529122590712855,0.693890429147498
0.85,DS02,11,1,0.316227766016838,0,-0.0911702652406876,0.208820300450176,0.299990565690863
0.85,DS02,11,1,1,0,0.448060154343469,0.586413713483819,0.138353559140351
0.85,DS02,11,1,3.16227766016838,0,0.803759168700843,0.821519275609467,0.017760106908624
0.85,DS02,11,1,10,0,0.905742972667167,0.914260797021461,0.00851782435429382
0.85,DS02,11,1,31.6227766016838,0,0.948133874618689,0.948799920416052,0.000666045797362513
0.85,DS02,11,1,100,0,0.966373494104936,0.959424837854292,-0.00694865625064434
0.85,DS02,11,1,316.227766016838,0,0.921029564508467,0.910785035186732,-0.0102445293217346
0.85,DS02,11,1,1000,0,0.77130585784377,0.761600088715247,-0.00970576912852272
0.85,DS02,11,10,0.001,0,-1.30572471475064,-0.819245808653623,0.486478906097019
0.85,DS02,11,10,0.00316227766016838,0,-1.3057084069663,-0.819236430105122,0.486471976861176
0.85,DS02,11,10,0.01,0,-1.3056568386986,-0.819206773206353,0.486450065492248
0.85,DS02,11,10,0.0316227766016838,0,-1.30549378026041,-0.55139919196998,0.754094588290433
0.85,DS02,11,10,0.1,0,-1.28140314298568,-0.427072797963714,0.854330345021964
0.85,DS02,11,10,0.316227766016838,0,-0.403677471135588,0.00896733849159959,0.412644809627188
0.85,DS02,11,10,1,0,0.357796200925589,0.481866321669625,0.124070120744036
0.85,DS02,11,10,3.16227766016838,0,0.777859766521351,0.796901235454952,0.0190414689336003
0.85,DS02,11,10,10,0,0.913397181057036,0.921858611253714,0.00846143019667767
0.85,DS02,11,10,31.6227766016838,0,0.952721464523847,0.956441173545536,0.00371970902168905
0.85,DS02,11,10,100,0,0.967115596738449,0.962081823755268,-0.00503377298318053
0.85,DS02,11,10,316.227766016838,0,0.924082782875981,0.913871735447225,-0.0102110474287566
0.85,DS02,11,10,1000,0,0.773369070279556,0.764075367437541,-0.00929370284201458
0.85,DS02,11,100,0.001,0,-1.27281349263463,-0.730594608476799,0.54221888415783
0.85,DS02,11,100,0.00316227766016838,0,-1.27276827005678,-0.73056947268661,0.542198797370166
0.85,DS02,11,100,0.01,0,-1.27262529877608,-0.730490003432684,0.542135295343395
0.85,DS02,11,100,0.0316227766016838,0,-1.27217353420503,-0.730238870371533,0.541934663833495
0.85,DS02,11,100,0.1,0,-1.22542906526398,-0.304037204792009,0.921391860471976
0.85,DS02,11,100,0.316227766016838,0,-0.207556267850607,0.0969548991465008,0.304511166997108
0.85,DS02,11,100,1,0,0.548466416159841,0.641884202181006,0.0934177860211651
0.85,DS02,11,100,3.16227766016838,0,0.826629864607936,0.850036153452034,0.0234062888440989
0.85,DS02,11,100,10,0,0.925258916888829,0.934248843359852,0.00898992647102292
0.85,DS02,11,100,31.6227766016838,0,0.955489198565614,0.959526710252362,0.00403751168674837
0.85,DS02,11,100,100,0,0.967500836919062,0.962069262805404,-0.00543157411365824
0.85,DS02,11,100,316.227766016838,0,0.922363309287292,0.912255582774317,-0.0101077265129752
0.85,DS02,11,100,1000,0,0.772269224991783,0.76290974278392,-0.00935948220786309
0.85,DS02,11,1000,0.001,0,-1.30924720803742,-0.821159218977237,0.488087989060183
0.85,DS02,11,1000,0.00316227766016838,0,-1.30923083354997,-0.821149829345039,0.488081004204934
0.85,DS02,11,1000,0.01,0,-1.30917905437369,-0.821120137397855,0.488058916975832
0.85,DS02,11,1000,0.0316227766016838,0,-1.27469585157802,-0.751170572143762,0.523525279434257
0.85,DS02,11,1000,0.1,0,-1.273259777509,-0.396006424212358,0.877253353296638
0.85,DS02,11,1000,0.316227766016838,0,-0.177749756201641,0.065707644458759,0.2434574006604
0.85,DS02,11,1000,1,0,0.549150383878694,0.633354215939094,0.0842038320603994
0.85,DS02,11,1000,3.16227766016838,0,0.828568187631002,0.848068567002768,0.0195003793717662
0.85,DS02,11,1000,10,0,0.926265352777272,0.934586883277024,0.00832153049975193
0.85,DS02,11,1000,31.6227766016838,0,0.956455262902133,0.960057765575864,0.00360250267373152
0.85,DS02,11,1000,100,0,0.968054404067386,0.962502002020168,-0.00555240204721774
0.85,DS02,11,1000,316.227766016838,0,0.922688357247833,0.912542382592469,-0.0101459746553639
0.85,DS02,11,1000,1000,0,0.772487325820387,0.763112607625676,-0.00937471819471103
0.85,DS02,14,1,0.001,0,0.165706742571349,0.301130020228041,0.135423277656692
0.85,DS02,14,1,0.00316227766016838,0,0.165725738464875,0.301154626999313,0.135428888534438
0.85,DS02,14,1,0.01,0,0.165785798915116,0.301232408929103,0.135446610013987
0.85,DS02,14,1,0.0316227766016838,0,0.165975628403526,0.301478062295606,0.13550243389208
0.85,DS02,14,1,0.1,0,0.166580807296626,0.319485832336464,0.152905025039838
0.85,DS02,14,1,0.316227766016838,0,0.474809515171728,0.646068293553446,0.171258778381718
0.85,DS02,14,1,1,0,0.888799768719368,0.911487560185074,0.0226877914657055
0.85,DS02,14,1,3.16227766016838,0,0.951897532142507,0.965756244742907,0.0138587126003996
0.85,DS02,14,1,10,0,0.924804309200646,0.944392486479166,0.0195881772785192
0.85,DS02,14,1,31.6227766016838,0,0.888981319915824,0.902836418811547,0.0138550988957232
0.85,DS02,14,1,100,0,0.862676855116264,0.869696319489947,0.00701946437368295
0.85,DS02,14,1,316.227766016838,0,0.795491918189158,0.799723141172859,0.00423122298370049
0.85,DS02,14,1,1000,0,0.656469196216882,0.657628424776586,0.0011592285597033
0.85,DS02,14,10,0.001,0,0.168941047105659,0.302427423241641,0.133486376135982
0.85,DS02,14,10,0.00316227766016838,0,0.168950501886151,0.30243501078762,0.133484508901469
0.85,DS02,14,10,0.01,0,0.168980399333785,0.302459003461999,0.133478604128214
0.85,DS02,14,10,0.0316227766016838,0,0.169074931430918,0.302534862434961,0.133459931004043
0.85,DS02,14,10,0.1,0,0.169373748876782,0.302774624394184,0.133400875517402
0.85,DS02,14,10,0.316227766016838,0,0.636337224261437,0.614348405957754,-0.021988818303683
0.85,DS02,14,10,1,0,0.919520298986369,0.929035256445058,0.00951495745868935
0.85,DS02,14,10,3.16227766016838,0,0.944247142119938,0.948257640645582,0.00401049852564406
0.85,DS02,14,10,10,0,0.904472626963501,0.91447275389606,0.0100001269325593
0.85,DS02,14,10,31.6227766016838,0,0.875671172184537,0.886341133176475,0.0106699609919381
0.85,DS02,14,10,100,0,0.856037685755483,0.862903152037336,0.00686546628185292
0.85,DS02,14,10,316.227766016838,0,0.791053313998544,0.795244312596772,0.00419099859822802
0.85,DS02,14,10,1000,0,0.653154799567615,0.654189028704062,0.00103422913644668
0.85,DS02,14,100,0.001,0,0.198438319441067,0.332238390341813,0.133800070900746
0.85,DS02,14,100,0.00316227766016838,0,0.198447610743883,0.338351334951346,0.139903724207463
0.85,DS02,14,100,0.01,0,0.198476991087074,0.340088413415134,0.14161142232806
0.85,DS02,14,100,0.0316227766016838,0,0.198569886530609,0.340169422998975,0.141599536468367
0.85,DS02,14,100,0.1,0,0.199227887559845,0.340425460192323,0.141197572632478
0.85,DS02,14,100,0.316227766016838,0,0.682237270070303,0.615646655112616,-0.066590614957687
0.85,DS02,14,100,1,0,0.958934409981724,0.951685325383976,-0.00724908459774776
0.85,DS02,14,100,3.16227766016838,0,0.925130857091835,0.93702862876086,0.0118977716690254
0.85,DS02,14,100,10,0,0.890707394283017,0.90498201983162,0.0142746255486028
0.85,DS02,14,100,31.6227766016838,0,0.871765457640749,0.88200609806576,0.0102406404250107
0.85,DS02,14,100,100,0,0.853088873721741,0.859157060561871,0.00606818684013033
0.85,DS02,14,100,316.227766016838,0,0.787266358481551,0.791042210681766,0.00377585220021448
0.85,DS02,14,100,1000,0,0.649188763833447,0.649811428978382,0.000622665144934809
0.85,DS02,14,1000,0.001,0,0.198256338517086,0.306608328586496,0.10835199006941
0.85,DS02,14,1000,0.00316227766016838,0,0.198265925852972,0.306615991919025,0.108350066066052
0.85,DS02,14,1000,0.01,0,0.198296242099101,0.306640224230652,0.108343982131551
0.85,DS02,14,1000,0.0316227766016838,0,0.202716412445807,0.32263783071205,0.119921418266242
0.85,DS02,14,1000,0.1,0,0.204229303601993,0.341131720623307,0.136902417021314
0.85,DS02,14,1000,0.316227766016838,0,0.636271660118159,0.594606669152998,-0.0416649909651614
0.85,DS02,14,1000,1,0,0.957954486337148,0.948373972225461,-0.0095805141116877
0.85,DS02,14,1000,3.16227766016838,0,0.922718495869867,0.935563826660559,0.0128453307906923
0.85,DS02,14,1000,10,0,0.889457637757106,0.903063494524443,0.0136058567673365
0.85,DS02,14,1000,31.6227766016838,0,0.87107583685211,0.881110666203289,0.0100348293511791
0.85,DS02,14,1000,100,0,0.852632633358659,0.858786280650162,0.00615364729150303
0.85,DS02,14,1000,316.227766016838,0,0.786983827940647,0.79075782418605,0.00377399624540253
0.85,DS02,14,1000,1000,0,0.648996079521198,0.649610139799066,0.000614060277868367
0.85,DS02,15,1,0.001,0,-0.953113439855339,-0.518418247405251,0.434695192450089
0.85,DS02,15,1,0.00316227766016838,0,-0.953099011905384,-0.518410034433358,0.434688977472026
0.85,DS02,15,1,0.01,0,-0.953053387996798,-0.51838406331575,0.434669324681048
0.85,DS02,15,1,0.0316227766016838,0,-0.952909125281189,-0.518301941229637,0.434607184051551
0.85,DS02,15,1,0.1,0,-0.952453053997324,-0.518042306368684,0.434410747628641
0.85,DS02,15,1,0.316227766016838,0,-0.115944636680601,-0.102078360868029,0.0138662758125725
0.85,DS02,15,1,1,0,0.641092964283151,0.598100953002103,-0.0429920112810481
0.85,DS02,15,1,3.16227766016838,0,0.882955199462191,0.876456797015491,-0.00649840244669964
0.85,DS02,15,1,10,0,0.960828203941008,0.964285438514209,0.00345723457320102
0.85,DS02,15,1,31.6227766016838,0,0.981563070057795,0.984158398640312,0.00259532858251699
0.85,DS02,15,1,100,0,0.98352177265843,0.976276223953649,-0.00724554870478133
0.85,DS02,15,1,316.227766016838,0,0.913393509344504,0.906461440618742,-0.00693206872576191
0.85,DS02,15,1,1000,0,0.7398009129979,0.737528672828578,-0.00227224016932193
0.85,DS02,15,10,0.001,0,-0.95372865688167,-0.527893928502689,0.425834728378981
0.85,DS02,15,10,0.00316227766016838,0,-0.953708786670814,-0.527882762821146,0.425826023849668
0.85,DS02,15,10,0.01,0,-0.953645955028172,-0.527847455338508,0.425798499689664
0.85,DS02,15,10,0.0316227766016838,0,-0.953447298733495,-0.527735818299189,0.425711480434307
0.85,DS02,15,10,0.1,0,-0.874433164298718,-0.327170382948841,0.547262781349877
0.85,DS02,15,10,0.316227766016838,0,0.278579750800945,0.308797692319525,0.0302179415185794
0.85,DS02,15,10,1,0,0.848402349589546,0.829047900011421,-0.019354449578125
0.85,DS02,15,10,3.16227766016838,0,0.953726095271303,0.949128659298722,-0.00459743597258111
0.85,DS02,15,10,10,0,0.980220451509522,0.98351747258242,0.00329702107289875
0.85,DS02,15,10,31.6227766016838,0,0.989457997183585,0.989650079681074,0.000192082497489032
0.85,DS02,15,10,100,0,0.982425976155817,0.975129773398674,-0.00729620275714349
0.85,DS02,15,10,316.227766016838,0,0.906818402682978,0.900740711590007,-0.00607769109297096
0.85,DS02,15,10,1000,0,0.73510090116887,0.732789263812179,-0.00231163735669171
0.85,DS02,15,100,0.001,0,-0.946256468708091,-0.522542980788129,0.423713487919963
0.85,DS02,15,100,0.00316227766016838,0,-0.946236929277403,-0.522531971674873,0.42370495760253
0.85,DS02,15,100,0.01,0,-0.946175143578089,-0.522497159275093,0.423677984302996
0.85,DS02,15,100,0.0316227766016838,0,-0.94597979409259,-0.522387087529972,0.423592706562618
0.85,DS02,15,100,0.1,0,-0.945362385061473,-0.434044259891101,0.511318125170372
0.85,DS02,15,100,0.316227766016838,0,0.178729326695396,0.182968139238529,0.0042388125431333
0.85,DS02,15,100,1,0,0.816812068285722,0.812823967761497,-0.00398810052422571
0.85,DS02,15,100,3.16227766016838,0,0.94505426709252,0.933328479359136,-0.0117257877333842
0.85,DS02,15,100,10,0,0.980564548206033,0.981323498463599,0.000758950257566005
0.85,DS02,15,100,31.6227766016838,0,0.990026487553199,0.989432997455859,-0.000593490097339222
