lambda,unitCount,meanMSE,selected
0.001,5,0.00142157678638509,0
0.00316227766016838,5,0.00141975205264461,0
0.01,5,0.001372346956452,0
0.0316227766016838,5,0.00123990091355493,0
0.1,5,0.00108612027948214,0
0.316227766016838,5,0.000976385470578123,1
1,5,0.00100568948104109,0
3.16227766016838,5,0.00112314015759325,0
10,5,0.00119341310019332,0
31.6227766016838,5,0.00135472829775936,0
100,5,0.00168690828143804,0
316.227766016838,5,0.00241583217475031,0
1000,5,0.00349912333614813,0
