subset,unit,N,method,lam,skill,rmse,rmse_early,false_alarm,detect_corr,res_norm,sol_norm,delta
DS02,11,1,B,1000.0,0.7304272111899364,0.04332369227250398,0.011010114061945018,0.012529634231691096,0.9638725659786799,31.733310688291482,1.1910459444744443,25.995102860684536
DS02,11,1,D,1000.0,0.7417752257954218,0.04240200469398206,0.003421075027781504,0.007561411500045984,0.979340396544267,36.67803354169181,1.1814244700160443,25.995102860684536
DS02,11,1,B,3162.2776601683795,0.5001389512833052,0.05899457606133671,0.007627633563414248,0.008959450145394034,0.9702325054709445,51.40838124712326,0.7133313218897803,25.995102860684536
DS02,11,1,D,3162.2776601683795,0.5063058458332015,0.058629532198364684,0.0035363676941717356,0.005884355518565642,0.9864673967495431,54.410102496679805,0.7056000509501444,25.995102860684536
DS02,11,1,B,10000.0,0.2501757169429317,0.07225488049470084,0.006120927023232031,0.004977383830224211,0.9714253109421088,69.0793163334677,0.32367686479759294,25.995102860684536
DS02,11,1,D,10000.0,0.2525230737042855,0.07214169335503572,0.0044210710551941,0.0031792932731550707,0.9883965741606131,71.07638442498656,0.31709059904408615,25.995102860684536
DS02,11,10,Z_zero,,0.0,0.08344252482394354,0.0052992652588213715,0.0,0.0,81.4405463756864,0.0,8.220373305012183
DS02,11,10,B,1e-06,-43.65193596391721,0.5575805080177666,0.6921458687916425,0.01261663382852526,0.04677006260444616,3.0879899026009996,13.089208161872433,8.220373305012183
DS02,11,10,D,1e-06,0.10250525855919279,0.0790502764270266,0.008009939117146862,0.0008319291382371336,0.9894831245411227,8.279033944055346,2.545345903117306,8.220373305012183
DS02,11,10,B,3.162277660168379e-06,-43.64615948375233,0.5575444406351326,0.6921013948417475,0.012616473913780004,0.046777095210872,3.0879899098461245,13.088386812139229,8.220373305012183
DS02,11,10,D,3.162277660168379e-06,0.1025130770310384,0.07904993210539543,0.008009939091233277,0.0008319283602904302,0.9894834600716145,8.279033944058478,2.5453410092818984,8.220373305012183
DS02,11,10,B,1e-05,-43.627899998536385,0.5574304160951733,0.6919607935101406,0.012615968354015884,0.046799334108745844,3.087989982265661,13.085790179775625,8.220373305012183
DS02,11,10,D,1e-05,0.10253779772624627,0.0790488434083434,0.008009939009287365,0.000831925900452441,0.9894845199769069,8.279033944089788,2.5453255358280864,8.220373305012183
DS02,11,10,B,3.1622776601683795e-05,-43.570231848927584,0.5570701440220657,0.6915165492635509,0.012614370983440095,0.04686965808500617,3.087990705459675,13.077585938088633,8.220373305012183
DS02,11,10,D,3.1622776601683795e-05,0.10261593661297852,0.0790454020806421,0.008009938750151832,0.0008319181242157151,0.989487860349997,8.2790339444027,2.545276626583136,8.220373305012183
DS02,11,10,B,0.0001,-43.38860046214148,0.5559339067611059,0.6901154768462129,0.012609333113148564,0.04709202607755832,3.0879979058579576,13.051711954385091,8.220373305012183
DS02,11,10,D,0.0001,0.1028626858956112,0.0790345339707681,0.008009937930698941,0.0008318935581041264,0.989498310466033,8.279033947526836,2.5451221827236616,8.220373305012183
DS02,11,10,B,0.00031622776601683794,-42.82145680019552,0.5523709650787477,0.6857220706712239,0.012593630852053388,0.04779505569607198,3.088068924587191,12.97058596944604,8.220373305012183
DS02,11,10,D,0.00031622776601683794,0.10363951823965079,0.07900030850833262,0.008009935339416732,0.0008318161173236523,0.9895302367943609,8.279033978610888,2.544635984209188,8.220373305012183
DS02,11,10,B,0.001,-41.09756161763138,0.5413970776958436,0.6721902386358909,0.012546084849074457,0.0500166253787954,3.088749133244874,12.720796011185564,8.220373305012183
