subset,unit,N,method,criterion,lam,skill,rmse,rmse_early,false_alarm,detect_corr,delta
DS02,15,1,B,lam_dev,100.0,0.8741968642845048,0.027787255473719623,0.020376804899242505,0.01611954398069709,0.9488345069875274,27.439722344723783
DS02,15,1,D,L_curve,0.1,-0.49450665236222635,0.09577426925816133,0.006277859947205181,0.003195576804836733,0.9924008369317668,27.439722344723783
DS02,15,1,D,Morozov_tau1.0,316.22776601683796,0.8597067909902263,0.029343927800000915,0.004094434899040766,0.005838123540395839,0.9917769238661028,27.439722344723783
DS02,15,1,D,Morozov_tau1.5,3162.2776601683795,0.4447228569264621,0.058378753710218306,0.0045260208926520195,0.005324920189639372,0.993048633422386,27.439722344723783
DS02,15,1,D,Morozov_tau2.0,10000.0,0.21811072009922805,0.06927436446842931,0.004829354525267317,0.0034371113694830332,0.993307553602624,27.439722344723783
DS02,15,1,D,Morozov_tau3.0,10000.0,0.21811072009922805,0.06927436446842931,0.004829354525267317,0.0034371113694830332,0.993307553602624,27.439722344723783
DS02,15,1,D,oracle,31.622776601683793,0.9725055675538307,0.012990393310201225,0.0037387109130874122,0.0032718893239609206,0.9885544569442462,27.439722344723783
DS02,15,1,D,lam_dev,100.0,0.9542693899813393,0.016753417760947135,0.00392929360881017,0.003978914595086419,0.9906917677661694,27.439722344723783
DS02,15,10,B,L_curve,3.1622776601683795,0.95271202465137,0.01703630006380987,0.014380849504285002,0.01036539831210173,0.9796801776540933,8.677202097194312
DS02,15,10,B,Morozov_tau1.0,316.22776601683796,0.855160630745363,0.029815578022798276,0.005820573439514075,0.009319347056249863,0.9942923771566866,8.677202097194312
DS02,15,10,B,Morozov_tau1.5,316.22776601683796,0.855160630745363,0.029815578022798276,0.005820573439514075,0.009319347056249863,0.9942923771566866,8.677202097194312
DS02,15,10,B,Morozov_tau2.0,1000.0,0.6828889575303475,0.0441169625327917,0.004749333403668145,0.008893688221894328,0.9953046506000373,8.677202097194312
DS02,15,10,B,Morozov_tau3.0,1000.0,0.6828889575303475,0.0441169625327917,0.004749333403668145,0.008893688221894328,0.9953046506000373,8.677202097194312
DS02,15,10,B,oracle,31.622776601683793,0.9688444155858209,0.013828270676064786,0.010436243935611293,0.008952100113736353,0.9902429406187596,8.677202097194312
DS02,15,10,B,lam_dev,31.622776601683793,0.9688444155858209,0.013828270676064786,0.010436243935611293,0.008952100113736353,0.9902429406187596,8.677202097194312
DS02,15,10,D,L_curve,0.01,-0.47035981369539726,0.09499740304236486,0.005291984565018687,0.001749855415039845,0.8659498470366597,8.677202097194312
DS02,15,10,D,Morozov_tau1.0,1e-06,-0.534840145568402,0.09705803531041492,0.005292438381048376,0.0017563386449715615,0.8658207665892664,8.677202097194312
DS02,15,10,D,Morozov_tau1.5,316.22776601683796,0.8695049418845995,0.02830068538503947,0.0034140227914537693,0.005414010749034993,0.995953584823687,8.677202097194312
DS02,15,10,D,Morozov_tau2.0,1000.0,0.6903578686151324,0.04359432372910851,0.0038463661598604378,0.006167033732027265,0.9964896444721586,8.677202097194312
DS02,15,10,D,Morozov_tau3.0,1000.0,0.6903578686151324,0.04359432372910851,0.0038463661598604378,0.006167033732027265,0.9964896444721586,8.677202097194312
DS02,15,10,D,oracle,31.622776601683793,0.9866172465346725,0.009063014181964625,0.0033774070572279106,0.0019497995066195717,0.9944093968663346,8.677202097194312
DS02,15,10,D,lam_dev,100.0,0.9632056916993363,0.015027621304172428,0.0032899187496776548,0.003328495161637627,0.995416514825085,8.677202097194312
DS02,15,100,B,L_curve,3.1622776601683795,0.9701516816043508,0.013535049711330908,0.01036204138486266,0.008081518597963078,0.9886253970753499,2.7439722344723783
DS02,15,100,B,Morozov_tau1.0,0.1,-1.93841564507471,0.13429397680715927,0.10741021155215105,0.008137931898774422,0.5302771453520042,2.7439722344723783
DS02,15,100,B,Morozov_tau1.5,100.0,0.9496080875156685,0.017586537456822992,0.005533670524854264,0.007293720022144527,0.9954963929310887,2.7439722344723783
DS02,15,100,B,Morozov_tau2.0,100.0,0.9496080875156685,0.017586537456822992,0.005533670524854264,0.007293720022144527,0.9954963929310887,2.7439722344723783
DS02,15,100,B,Morozov_tau3.0,316.22776601683796,0.8574021464908488,0.029583967378714333,0.004427586609809219,0.008246619587386138,0.9966325949853378,2.7439722344723783
DS02,15,100,B,oracle,10.0,0.9768438658305876,0.011921556172329791,0.008632448714113047,0.007675774155972463,0.9925778190025696,2.7439722344723783
DS02,15,100,B,lam_dev,31.622776601683793,0.9756147628899594,0.012233857350526916,0.00716592427181187,0.007197119018779925,0.9940645979562673,2.7439722344723783
DS02,15,100,D,L_curve,0.01,-0.5590442009181062,0.09782033254692538,0.004775030353605415,0.0009765865478088339,0.9967584225971191,2.7439722344723783
DS02,15,100,D,Morozov_tau1.0,1e-06,-0.5591439517565624,0.09782346186940068,0.004775385718736087,0.0009757717794681148,0.9967582283885958,2.7439722344723783
DS02,15,100,D,Morozov_tau1.5,1e-06,-0.5591439517565624,0.09782346186940068,0.004775385718736087,0.0009757717794681148,0.9967582283885958,2.7439722344723783
DS02,15,100,D,Morozov_tau2.0,1e-06,-0.5591439517565624,0.09782346186940068,0.004775385718736087,0.0009757717794681148,0.9967582283885958,2.7439722344723783
