subset,unit,N,method,lam,skill,rmse,false_alarm,detect_corr
DS02,11,10,B_岭回归,0.0031622776601683794,-36.2659239434037,0.5093817524935399,0.012412768005621903,0.05702554394144948
DS02,11,10,D_约束+收缩★,0.0031622776601683794,0.14661654650420475,0.0770831662937665,0.0008282689386693052,0.9909520986295449
DS02,11,10,B_岭回归,0.01,-25.43819445936085,0.4290454818488898,0.012080721366905694,0.07901911680128304
DS02,11,10,D_约束+收缩★,0.01,0.24088142197045714,0.07270131170887506,0.0008198418536546922,0.991747929817799
DS02,11,10,B_岭回归,0.03162277660168379,-10.741206229627538,0.28591951255883263,0.011516085604198959,0.1466567168662842
DS02,11,10,D_约束+收缩★,0.03162277660168379,0.4180726828786844,0.06365342971521473,0.0008003897531395353,0.9914283870168782
DS02,11,10,B_岭回归,0.1,-1.759556938827184,0.13861400642488125,0.011016741210393397,0.3374419891595953
DS02,11,10,D_约束+收缩★,0.1,0.6547572711878662,0.04902862423491145,0.0007667568554761713,0.9888246673592543
DS02,11,10,B_岭回归,0.31622776601683794,0.5902599358683318,0.05341234581375037,0.010725271263333794,0.7026296777227193
DS02,11,10,D_约束+收缩★,0.31622776601683794,0.8216055075333152,0.03524342911588646,0.0007382792013618718,0.9864928164372387
DS02,11,10,B_岭回归,1.0,0.922028668417033,0.02329994587388201,0.010527740402011355,0.9254305105809352
DS02,11,10,D_约束+收缩★,1.0,0.8750698730645814,0.029493141009146434,0.0007271586003666272,0.9857263338545335
DS02,11,10,B_岭回归,3.1622776601683795,0.9537781444653366,0.017939532635777616,0.010196895596124715,0.9630930260583545
DS02,11,10,D_约束+收缩★,3.1622776601683795,0.9260854934455791,0.022685704857103736,0.0007208581521065541,0.9853968407753854
DS02,11,10,B_岭回归,10.0,0.9596281604213769,0.016765893612990322,0.009417409805771635,0.9708108100822272
DS02,11,10,D_约束+收缩★,10.0,0.960840948566969,0.016512145931347647,0.0007388547592723522,0.9879737520536235
DS02,11,10,B_岭回归,31.622776601683793,0.9677129700931072,0.014993446854194608,0.0079749337636162,0.9788106723260825
DS02,11,10,D_约束+收缩★,31.622776601683793,0.9746453701959488,0.013286667704322986,0.0010205368568290412,0.9906950281997308
DS02,11,10,B_岭回归,100.0,0.9627193968022015,0.0161112375799207,0.007371307025565668,0.9875303570946165
DS02,11,10,D_约束+收缩★,100.0,0.9676231552199881,0.015014286481227615,0.002401711648553179,0.9921356955876662
DS02,11,10,B_岭回归,316.22776601683796,0.894814327480827,0.027062363964164844,0.008577341842404574,0.9927861011772668
DS02,11,10,D_约束+收缩★,316.22776601683796,0.897164087571033,0.02675838138991043,0.005042442138575053,0.9926663165010569
DS02,11,10,B_岭回归,1000.0,0.7362984365914296,0.042849305659768314,0.009403073209162368,0.994735051232614
DS02,11,10,D_约束+收缩★,1000.0,0.7388245896941696,0.04264357235412556,0.006659935835283415,0.9935408048052322
DS02,11,10,B_岭回归,3162.2776601683795,0.49725535795749565,0.05916449501176933,0.007214761067240008,0.9954115362352386
DS02,11,10,D_约束+收缩★,3162.2776601683795,0.49949703855524563,0.05903244380414629,0.005293289766740629,0.9948070306489644
DS02,11,10,B_岭回归,10000.0,0.24688579810346267,0.0724132192696397,0.003935742615453711,0.9953850733157524
DS02,11,10,D_约束+收缩★,10000.0,0.24760412492309714,0.07237867685449352,0.002871218717571162,0.9953197351487582
DS02,11,100,Z_全零哨兵,,0.0,0.08344252482394354,0.0,0.0
DS02,11,100,B_岭回归,1e-06,-32.30257969397426,0.4815333543177787,0.00998083207328125,0.11505811090303159
DS02,11,100,D_约束+收缩★,1e-06,0.045162316002042124,0.08153652755651766,0.000738752596669786,0.9618247381298225
