detection_FAR,detection_DR,detection_precision,detection_F1,detection_delay,isolation_microF1,isolation_macroF1,hamming_loss,stage_weighted_kappa,stage_MAE,stage_reversals,unknown_rate,regime,subset,unit
0.08,1,0.974025974025974,0.986842105263158,-2,0.451807228915663,0.246710526315789,0.202222222222222,0.905334211392822,0.23,0,0,test_id,DS01-005_id,3
0.266666666666667,1,0.931034482758621,0.964285714285714,-4,0.863247863247863,0.473744695898161,0.0515297906602254,0.961491237861368,0.072463768115942,0,0,test_id,DS04_id,4
0.0285714285714286,1,0.984848484848485,0.99236641221374,-1,0.875420875420875,0.398473282442748,0.0411111111111111,0.975791949093927,0.05,0,0,test_id,DS05_id,5
0.5,1,0.881578947368421,0.937062937062937,-9,0.675324675324675,0.5495337995338,0.130718954248366,0.878948731227343,0.258823529411765,0,0,test_id,DS07_id,2
0.727272727272727,1,0.777777777777778,0.875,-16,0.8,0.678066306630663,0.126780626780627,0.871074380165289,0.307692307692308,0,0,test_id,DS06_id,1
0.444444444444444,1,0.836734693877551,0.911111111111111,-8,0.936507936507936,0.711544011544011,0.0301318267419962,0.908753479740179,0.254237288135593,0,0,ood_combo,DS02,11
0.542857142857143,1,0.683333333333333,0.811881188118812,-19,0.854166666666667,0.646342390052959,0.0614035087719298,0.847136772361571,0.342105263157895,0,0,ood_combo,DS02,14
0.260869565217391,1,0.88,0.936170212765957,-6,0.934865900383142,0.703845108359898,0.0281923714759536,0.956864638660872,0.119402985074627,0,0,ood_combo,DS02,15
0.470588235294118,1,0.859649122807018,0.924528301886792,-8,0.912280701754386,0.909677977975614,0.0420875420875421,0.935205183585313,0.151515151515152,0,0,ood_combo,DS03,10
0.444444444444444,1,0.836734693877551,0.911111111111111,-8,0.936507936507936,0.711544011544011,0.0301318267419962,0.902920608802962,0.271186440677966,0,0,ood_combo,DS03,11
0.777777777777778,1,0.670588235294118,0.802816901408451,-28,0.777777777777778,0.637776874924762,0.109916367980884,0.674100031857279,0.505376344086022,0,0,ood_combo,DS03,12
0.333333333333333,1,0.907692307692308,0.951612903225806,-6,0.943820224719101,0.942797896460764,0.0288600288600289,0.921187308085977,0.181818181818182,0,0,ood_combo,DS03,13
0.628571428571429,1,0.650793650793651,0.788461538461539,-22,0.848275862068965,0.853983303518187,0.064327485380117,0.817676767676768,0.368421052631579,0,0,ood_combo,DS03,14
0.708333333333333,1,0.716666666666667,0.83495145631068,-17,0.856115107913669,0.645230882337605,0.066334991708126,0.884765094595818,0.283582089552239,0,0,ood_combo,DS03,15
