lambda,unitCount,meanMSE,selected
0.001,5,0.00424823881312741,0
0.00316227766016838,5,0.00424825730240205,0
0.01,5,0.00421043209372083,0
0.0316227766016838,5,0.00363372613333288,0
0.1,5,0.00253988234954985,0
0.316227766016838,5,0.00215550818285937,0
1,5,0.00214220580294617,1
3.16227766016838,5,0.00223809476483835,0
10,5,0.00238577352396967,0
31.6227766016838,5,0.00279458017941647,0
100,5,0.0036962945748979,0
316.227766016838,5,0.00510826702084865,0
1000,5,0.00661510175509713,0
