subset,N,GroupCount,mean_tau_required,mean_delta,mean_res_norm,sqrtN
DS02,1,3,0.907976563098882,27.2246651202594,24.7414056568113,1
DS02,10,3,1.12394356324901,8.60919503153617,9.69100637045465,3.16227766016838
DS02,100,3,2.48641025965766,2.72246651202594,6.76214554789167,10
DS02,1000,3,7.26500027121027,0.860919503153617,6.24837675516784,31.6227766016838
DS03,1,6,0.883246360722393,29.7186525711021,26.2166155887857,1
DS03,10,6,1.0385461434801,9.39786311159016,9.73852859975143,3.16227766016838
DS03,100,6,1.99538283055793,2.97186525711021,5.9178861562427,10
DS03,1000,6,5.74911116356382,0.939786311159017,5.39351565073895,31.6227766016838
