detection_FAR,detection_DR,detection_precision,detection_F1,detection_delay,isolation_microF1,isolation_macroF1,hamming_loss,stage_weighted_kappa,stage_MAE,stage_reversals,unknown_rate,regime,subset,unit
0.027027027027027,1,0.983050847457627,0.991452991452991,-1,0.485355648535565,0.198290598290598,0.143859649122807,0.928490779074144,0.210526315789474,0,0,test_id,DS01-005_id,4
0,0.976190476190476,1,0.987951807228916,2,0.83695652173913,0.47775718257646,0.0666666666666667,0.984035759897829,0.03,0,0.11,test_id,DS04_id,5
0,0.870967741935484,1,0.931034482758621,8,0.633228840125392,0.256202829122791,0.1625,0.936254980079681,0.175,0,0.0125,test_id,DS05_id,2
0,0.704545454545455,1,0.826666666666667,13,0.519607843137255,0.250570087189806,0.162520729684909,0.768930874194032,0.447761194029851,0,0,test_id,DS07_id,1
0.78125,1,0.6875,0.814814814814815,-25,0.771217712177122,0.508837826728062,0.158365261813538,0.774025974025974,0.482758620689655,0,0.0919540229885057,test_id,DS06_id,4
0.444444444444444,1,0.836734693877551,0.911111111111111,-8,0.829457364341085,0.448541078118543,0.0828625235404896,0.900768861124459,0.23728813559322,0,0,ood_combo,DS02,11
0.342857142857143,1,0.773584905660377,0.872340425531915,-12,0.888888888888889,0.685928243637881,0.0423976608187134,0.924322889006904,0.197368421052632,0,0,ood_combo,DS02,14
0,0.863636363636364,1,0.926829268292683,6,0.791044776119403,0.667512018700657,0.0928689883913764,0.863200879535103,0.208955223880597,0,0.0149253731343284,ood_combo,DS02,15
0.117647058823529,1,0.96078431372549,0.98,-2,0.88339222614841,0.681707188160677,0.0555555555555556,0.926711084191399,0.166666666666667,0,0,ood_combo,DS03,10
0.333333333333333,1,0.872340425531915,0.931818181818182,-6,0.845849802371542,0.542390707883666,0.0734463276836158,0.917578579743888,0.203389830508475,0,0,ood_combo,DS03,11
0.333333333333333,1,0.826086956521739,0.904761904761905,-12,0.896,0.710959143162533,0.046594982078853,0.907962213225371,0.193548387096774,0,0,ood_combo,DS03,12
0,0.983050847457627,1,0.991452991452991,1,0.869565217391304,0.457271676611299,0.0649350649350649,0.977671451355662,0.051948051948052,0,0,ood_combo,DS03,13
0.4,1,0.745454545454545,0.854166666666667,-14,0.828897338403042,0.533422238027501,0.0657894736842105,0.912938005390836,0.223684210526316,0,0,ood_combo,DS03,14
0,0.976744186046512,1,0.988235294117647,1,0.873563218390805,0.701968964736087,0.054726368159204,0.973003465226851,0.0746268656716418,0,0,ood_combo,DS03,15
