lambda,unitCount,meanMSE,selected
0.001,5,0.00598422214146947,0
0.00316227766016838,5,0.00598791633892814,0
0.01,5,0.00599326590060878,0
0.0316227766016838,5,0.00601503697084682,0
0.1,5,0.00594297381129986,0
0.316227766016838,5,0.00407399142424654,0
1,5,0.0026612381475832,0
3.16227766016838,5,0.0021772155501823,0
10,5,0.0020375368683597,0
31.6227766016838,5,0.002026014631039,1
100,5,0.00220128919561182,0
316.227766016838,5,0.00286987437042194,0
1000,5,0.00410413192613571,0
