regime,metric,n_units,mean,ci_low,ci_high
ood_combo,detection_FAR,9,0.219068368087976,0.101276065981948,0.332814607324411
ood_combo,detection_DR,9,0.980381266348945,0.950078236045914,0.998116760828625
ood_combo,detection_F1,9,0.928968427083678,0.897587707724235,0.958825727804087
ood_combo,detection_delay,9,-5.11111111111111,-9.22222222222222,-0.777777777777778
ood_combo,isolation_microF1,9,0.856295425783831,0.832953235662299,0.876891063572613
ood_combo,isolation_macroF1,9,0.603300139893205,0.536895656300379,0.664866396244561
ood_combo,hamming_loss,9,0.0643529938718981,0.0543678182017198,0.0749966043400278
ood_combo,stage_weighted_kappa,9,0.922684158755608,0.901740588821977,0.944678924172432
ood_combo,stage_MAE,9,0.173052865882708,0.130428541956429,0.210050089590225
ood_combo,unknown_rate,9,0.00165837479270315,0,0.00497512437810945
test_id,detection_FAR,5,0.161655405405405,0,0.474155405405405
test_id,detection_DR,5,0.910340734534283,0.79692082111437,0.995238095238095
test_id,detection_F1,5,0.910384152584402,0.842799489144317,0.977968816024487
test_id,detection_delay,5,-0.6,-13,8.8
test_id,isolation_microF1,5,0.649273313142893,0.528631164694206,0.769915461591579
test_id,isolation_macroF1,5,0.338331704781543,0.229658291630123,0.45096814999009
test_id,hamming_loss,5,0.138782461457584,0.101271929824561,0.161681344236671
test_id,stage_weighted_kappa,5,0.878347673454332,0.802880895102831,0.95536729200694
test_id,stage_MAE,5,0.269209226101796,0.117,0.414313189045697
test_id,unknown_rate,5,0.0428908045977012,0.0025,0.0843908045977012
