stage_components,regime,n_units,weighted_kappa,stage_MAE
2,test_id,5,0.855919070054971,0.168491430138489
2,ood_combo,9,0.85267046477799,0.215331606847775
3,test_id,5,0.891096832440598,0.218720965309201
3,ood_combo,9,0.84263813736537,0.304078789966021
4,test_id,5,0.894100939124085,0.2783847525024
4,ood_combo,9,0.872479922649922,0.394543698312579
