lambda,unitCount,meanMSE,selected
0.001,5,0.00104382755562677,1
0.00316227766016838,5,0.00105279227652971,0
0.01,5,0.00105736667031856,0
0.0316227766016838,5,0.00108357467270156,0
0.1,5,0.00115384622043055,0
0.316227766016838,5,0.00137113583634659,0
1,5,0.00158231951824614,0
3.16227766016838,5,0.00174890332244854,0
10,5,0.00186138168494787,0
31.6227766016838,5,0.00200117659229351,0
100,5,0.0024270738794476,0
316.227766016838,5,0.00354589788446763,0
1000,5,0.00529279010470001,0
